#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
DISBRAVE ADM CONS LTDA.                                     ;01659838;202310;00420;1;40;210222,46;1;18,94220;240;1544;15;466;1;2219;15;19
DISBRAVE ADM CONS LTDA.                                     ;01659838;202310;00592;1;200;211818,95;1;20,03350;227;295;28;0;0;691;278;0
DISBRAVE ADM CONS LTDA.                                     ;01659838;202310;01001;1;34;96792,69;1;20,53260;240;1565;6;553;2;2334;9;23
DISBRAVE ADM CONS LTDA.                                     ;01659838;202310;04040;1;158;283209,91;1;18,05950;150;281;17;0;1;555;265;15
DISBRAVE ADM CONS LTDA.                                     ;01659838;202310;04041;1;136;212103,82;1;16,31230;150;251;40;10;0;786;132;26
DISBRAVE ADM CONS LTDA.                                     ;01659838;202310;04042;1;124;417771,65;1;16,02700;204;321;65;22;6;944;83;51
DISBRAVE ADM CONS LTDA.                                     ;01659838;202310;04044;1;82;277900,65;1;17,75250;200;319;47;34;2;857;17;40
DISBRAVE ADM CONS LTDA.                                     ;01659838;202310;04045;1;33;312371,91;1;16,69430;220;181;13;17;1;1272;0;4
DISBRAVE ADM CONS LTDA.                                     ;01659838;202310;04415;1;76;189526,99;1;21,63360;240;255;44;249;4;5790;8;41
BANCORBRÁS                                                  ;02010478;202310;01091;1;177;419882,68;99;15,12866;180;287;30;0;0;710;241;14
BANCORBRÁS                                                  ;02010478;202310;01092;1;169;247166,53;99;15,88008;180;360;34;1;0;742;278;18
BANCORBRÁS                                                  ;02010478;202310;01093;1;138;403487,27;3;16,59843;200;411;31;8;2;996;151;34
BANCORBRÁS                                                  ;02010478;202310;01094;1;88;371993,65;99;19,23087;220;715;17;61;7;1010;56;82
BANCORBRÁS                                                  ;02010478;202310;01095;1;84;335581,86;99;19,47239;220;590;15;36;4;920;34;74
BANCORBRÁS                                                  ;02010478;202310;01096;1;69;342115,42;99;18,65218;220;492;22;36;2;947;8;62
BANCORBRÁS                                                  ;02010478;202310;01097;1;55;335705,57;99;16,33764;220;664;12;72;4;886;7;64
BANCORBRÁS                                                  ;02010478;202310;01098;1;35;200894,28;99;14,41855;180;682;3;79;2;435;4;57
BANCORBRÁS                                                  ;02010478;202310;01200;1;24;295457,42;99;15,85744;220;535;1;69;2;276;1;33
BANCORBRÁS                                                  ;02010478;202310;01201;1;17;292888,15;99;15,24907;220;514;1;76;2;219;0;20
BANCORBRÁS                                                  ;02010478;202310;01202;1;2;273098,04;99;14,56863;220;222;0;33;1;4;0;3
BANCORBRÁS                                                  ;02010478;202310;01500;1;159;810220,32;99;14,17240;200;274;39;3;1;565;166;23
BANCORBRÁS                                                  ;02010478;202310;01501;1;151;970038,39;99;13,13537;200;293;33;9;1;483;147;22
BANCORBRÁS                                                  ;02010478;202310;01600;1;131;837061,37;99;17,40473;240;811;39;60;4;1709;92;90
BANCORBRÁS                                                  ;02010478;202310;01601;1;112;657618,65;99;17,25623;240;691;26;35;6;1319;44;93
BANCORBRÁS                                                  ;02010478;202310;01602;1;47;552705,84;99;15,93213;240;1046;6;126;5;1016;2;81
H. CONSÓRCIO                                                ;03586655;202310;00600;1;148;291378,21;3;22,04098;180;108;14;0;0;956;56;8
ADM CONS BECKER LTDA                                        ;03828278;202310;3105;1;108;134719,49;99;20,62428;180;240;16;3;1;658;45;29
ADM CONS BECKER LTDA                                        ;03828278;202310;3106;1;86;233302,01;99;21,94944;180;237;20;3;2;628;14;28
ADM CONS BECKER LTDA                                        ;03828278;202310;3107;1;62;126530,44;99;15,14723;180;234;8;5;2;268;1;28
ADM CONS BECKER LTDA                                        ;03828278;202310;3108;1;35;204914,51;3;21,63168;180;446;12;25;1;309;0;9
ADM CONS BECKER LTDA                                        ;03828278;202310;3109;1;29;194996,64;3;21,49584;180;502;6;37;1;427;0;10
ADM CONS BECKER LTDA                                        ;03828278;202310;3110;1;23;146401,28;3;22,00000;180;500;3;40;1;357;0;15
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00939;1;176;106906,27;99;24,92404;180;95;22;0;0;2782;85;2
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00945;1;167;140100,00;3;24,97851;200;64;25;0;0;4554;28;7
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00955;1;151;72231,94;99;27,97847;156;50;22;0;0;3304;45;2
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00956;1;144;65754,52;99;28,00000;156;52;21;0;0;3711;41;2
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00957;1;140;243771,81;99;28,01279;180;23;8;0;0;1746;8;0
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00967;1;100;121040,38;99;28,00000;156;19;11;0;0;2411;2;6
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00971;1;101;35655,57;99;28,00000;156;13;18;0;0;2735;5;9
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00974;1;98;311734,87;3;13,98476;200;129;26;9;1;4651;8;25
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00977;1;95;240278,51;3;17,65218;180;18;5;0;0;1202;1;6
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00982;1;89;35772,68;99;28,00000;156;19;16;0;0;2643;10;17
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00983;1;89;67532,47;3;27,34000;156;13;12;0;0;2232;2;14
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00989;1;83;33241,78;3;28,00000;156;28;22;5;0;2924;4;30
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202310;00990;1;83;65581,38;3;27,62162;156;18;19;0;0;3461;2;18
