#Data_base;CNPJ_da_Administradora;Nome_da_Administradora;Código_do_segmento;Unidade_da_Federação_do_consorciado;Quantidade_de_consorciados_ativos_contemplados_por_lance;Quantidade_de_consorciados_ativos_contemplados_por_sorteio;Quantidade_de_consorciados_ativos_não_contemplados;Quantidade_de_consorciados_excluídos_contemplados;Quantidade_de_consorciados_excluídos_não_contemplados;Quantidade_de_consorciados_ativos_contemplados_por_lance_no_trimestre;Quantidade_de_consorciados_ativos_contemplados_por_sorteio_no_trimestre;Quantidade_de_consorciados_excluídos_contemplados_no_trimestre;Quantidade_de_adesões_no_trimestre
202309;07336852;CONBRAV ADM CONS LTDA                                       ;4;GO;0;0;1;0;0;0;0;0;1
202309;07336852;CONBRAV ADM CONS LTDA                                       ;4;MA;1;0;0;0;0;0;0;0;0
202309;07336852;CONBRAV ADM CONS LTDA                                       ;4;MT;1;0;0;0;0;0;0;0;0
202309;07336852;CONBRAV ADM CONS LTDA                                       ;3;PE;2;0;0;0;0;0;0;0;0
202309;07336852;CONBRAV ADM CONS LTDA                                       ;3;PI;0;0;0;0;4;0;0;0;0
202309;07336852;CONBRAV ADM CONS LTDA                                       ;4;PI;0;0;0;1;0;0;0;0;0
202309;07336852;CONBRAV ADM CONS LTDA                                       ;3;RJ;0;0;0;1;0;0;0;1;0
202309;07336852;CONBRAV ADM CONS LTDA                                       ;4;RJ;0;0;0;0;1;0;0;0;0
202309;07336852;CONBRAV ADM CONS LTDA                                       ;3;RN;0;0;0;0;3;0;0;0;0
202309;07336852;CONBRAV ADM CONS LTDA                                       ;4;RN;1;0;0;0;0;0;0;0;0
202309;07336852;CONBRAV ADM CONS LTDA                                       ;3;RO;1;0;0;0;0;1;0;0;0
202309;07336852;CONBRAV ADM CONS LTDA                                       ;4;RS;0;0;0;0;1;0;0;0;0
202309;07336852;CONBRAV ADM CONS LTDA                                       ;4;SP;0;0;2;2;0;0;0;0;2
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;AC;1;0;31;1;6;0;0;1;6
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;AC;43;3;57;0;11;4;0;0;5
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;AC;39;11;194;16;31;5;1;1;32
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;AC;20;1;53;8;27;2;0;1;15
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;AC;2;0;1;0;0;1;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;AC;6;0;29;1;4;2;0;1;5
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;AL;22;8;65;12;58;2;0;1;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;AL;4;4;35;7;7;0;2;2;4
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;AL;102;47;245;66;99;16;4;5;36
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;AL;14;3;26;4;19;3;0;0;3
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;AL;1;1;1;1;0;0;0;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;AL;2;3;6;4;1;0;0;1;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;AM;2;0;22;2;12;0;0;1;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;AM;4;1;7;7;3;0;0;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;AM;8;7;74;18;50;2;0;2;9
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;AM;7;3;20;3;27;1;1;1;5
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;AM;1;1;2;2;4;0;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;AP;0;0;7;0;4;0;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;AP;0;1;7;0;0;0;1;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;AP;1;1;42;2;23;1;0;1;10
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;AP;0;1;8;1;7;0;1;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;AP;0;1;0;0;0;0;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;AP;10;0;19;3;28;0;0;2;5
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;BA;67;4;163;15;80;14;1;2;13
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;BA;209;41;217;69;67;18;3;5;29
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;BA;446;63;516;130;183;59;3;7;98
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;BA;116;9;74;14;32;30;0;1;40
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;BA;16;2;0;3;1;0;0;1;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;BA;123;9;54;16;11;27;1;3;25
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;CE;14;10;111;17;84;1;1;1;6
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;CE;37;10;102;16;24;4;1;1;16
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;CE;265;117;591;126;216;40;18;11;78
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;CE;39;11;65;30;35;3;0;3;13
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;CE;1;0;4;2;0;1;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;CE;7;4;12;12;6;0;2;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;DF;16;5;44;10;51;1;0;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;DF;28;6;44;7;6;1;0;2;7
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;DF;130;21;125;37;72;20;2;2;31
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;DF;6;3;14;5;4;3;0;0;8
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;DF;2;0;3;0;0;0;0;0;2
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;DF;14;0;24;4;6;1;0;0;3
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;ES;5;1;47;2;23;1;0;0;5
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;ES;35;5;34;5;8;1;2;2;7
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;ES;144;11;323;11;61;39;5;1;94
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;ES;129;11;70;24;20;3;1;3;9
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;ES;0;0;2;0;0;0;0;0;2
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;ES;100;0;30;4;5;6;0;0;3
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;GO;205;50;521;73;409;4;5;6;37
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;GO;441;118;754;161;111;19;7;9;82
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;GO;1530;277;1925;441;599;129;23;38;362
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;GO;204;32;187;66;94;10;2;4;38
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;GO;7;3;6;4;2;0;0;0;3
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;GO;350;63;286;67;111;28;11;12;67
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;MA;3;1;12;1;1;0;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;MA;11;2;18;2;4;0;0;1;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;MA;27;8;38;5;10;9;0;1;7
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;MA;7;0;3;4;4;3;0;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;MA;5;1;6;2;3;1;1;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;MG;108;15;495;16;143;31;4;2;79
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;MG;163;19;408;23;66;36;1;3;90
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;MG;993;92;2183;118;366;173;10;15;513
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;MG;276;36;447;50;122;49;6;2;95
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;MG;5;0;18;1;1;1;0;0;5
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;MG;132;23;419;34;51;22;4;9;59
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;MS;506;179;1598;207;1004;40;11;14;79
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;MS;899;389;1543;302;207;61;24;14;138
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;MS;3112;970;4671;837;1092;278;92;59;625
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;MS;1088;183;791;187;256;83;24;23;83
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;MS;18;6;26;11;9;1;0;1;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;MS;1298;286;1222;292;322;252;63;48;273
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;MT;753;313;1932;433;1683;22;11;10;98
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;MT;3186;1139;3217;1057;524;124;64;58;225
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;MT;7398;2579;9787;2666;3053;460;217;188;1144
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;MT;2815;870;2808;842;909;168;92;82;230
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;MT;21;10;27;13;11;4;2;1;6
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;MT;1033;315;1242;260;309;102;52;38;131
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;PA;43;16;248;42;220;4;1;4;23
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;PA;355;157;779;299;193;23;8;20;115
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;PA;903;388;2724;611;835;74;39;45;484
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;PA;271;78;772;138;262;31;7;17;104
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;PA;5;3;9;2;1;2;0;0;3
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;PA;234;50;468;62;102;59;12;9;111
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;PB;99;20;270;19;138;12;3;4;18
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;PB;82;19;103;20;25;5;0;1;17
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;PB;472;132;690;138;167;54;23;4;142
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;PB;62;20;188;18;49;8;5;1;26
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;PB;3;0;6;1;1;0;0;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;PB;42;17;37;14;3;4;4;1;3
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;PE;33;10;166;20;106;3;2;0;5
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;PE;30;9;60;24;12;3;0;1;6
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;PE;251;95;558;120;178;27;5;8;126
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;PE;35;14;67;22;31;2;4;4;9
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;PE;0;0;3;1;1;0;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;PE;19;35;26;18;10;0;12;1;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;PI;2;0;8;0;4;1;0;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;PI;10;0;9;1;2;1;0;0;4
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;PI;25;8;137;13;41;5;1;2;40
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;PI;5;5;29;5;8;2;3;0;5
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;PI;0;0;0;0;1;0;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;PI;6;1;11;4;14;3;1;1;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;PR;4536;1092;7059;953;4090;208;56;44;316
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;PR;4255;1128;3575;876;501;233;70;47;306
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;PR;15656;3331;12986;2246;2796;1117;302;157;1787
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;PR;7114;1337;3907;1048;978;438;125;117;486
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;PR;163;38;104;30;28;22;5;4;37
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;PR;10922;1651;6804;1078;1095;1255;285;178;1537
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;RJ;75;9;149;31;95;5;0;1;8
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;RJ;42;9;65;18;15;17;0;0;25
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;RJ;285;74;383;131;132;40;10;7;69
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;RJ;63;12;64;39;40;7;1;3;10
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;RJ;196;51;167;46;49;20;8;5;45
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;RN;24;10;215;15;97;1;2;4;15
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;RN;21;5;81;11;21;4;0;1;10
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;RN;137;65;475;71;156;29;10;9;75
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;RN;20;4;32;4;8;4;1;0;3
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;RN;0;0;6;0;0;0;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;RN;18;18;23;11;19;1;2;0;2
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;RO;29;7;75;32;83;0;0;0;3
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;RO;56;19;71;37;24;7;1;4;4
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;RO;205;58;331;92;139;15;5;8;28
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;RO;69;31;109;23;47;5;4;6;7
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;RO;0;1;0;0;0;0;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;RO;37;11;65;15;22;2;2;4;5
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;RR;1;0;14;0;3;0;0;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;RR;0;0;10;1;1;0;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;RR;2;3;35;0;13;0;0;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;RR;1;0;10;0;2;0;0;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;RR;0;0;2;0;1;0;0;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;RS;5540;1310;6822;762;2597;396;63;30;541
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;RS;3580;1162;3303;524;225;172;80;30;322
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;RS;13722;3296;13344;1416;1691;1270;270;93;2275
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;RS;4618;1496;3411;615;510;342;150;66;349
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;RS;135;40;137;15;17;18;4;3;35
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;RS;1414;580;2523;212;251;237;108;36;381
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;SC;1937;470;3820;526;2632;127;35;25;220
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;SC;1089;233;1045;313;222;95;18;19;136
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;SC;5837;1513;7260;1432;2014;511;106;101;1055
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;SC;1592;493;2166;725;964;145;47;83;285
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;SC;87;39;111;38;21;9;5;5;26
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;SC;1776;606;3297;675;976;327;131;120;529
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;SE;14;2;27;4;18;1;0;0;4
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;SE;15;2;34;5;4;3;0;0;7
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;SE;50;19;133;23;31;12;1;2;20
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;SE;12;0;17;0;6;1;0;0;4
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;SE;5;0;0;0;0;0;0;0;0
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;SE;0;3;3;1;1;0;0;0;1
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;SP;1251;335;3610;525;2626;70;15;38;255
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;SP;1001;263;1482;393;303;66;23;27;179
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;SP;5218;1428;8823;1725;2602;546;147;144;1322
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;SP;1140;356;1363;464;525;104;44;59;135
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;SP;42;7;48;19;14;4;0;3;19
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;SP;2847;558;2209;556;596;416;102;105;488
202309;07808907;ADM CONS SICREDI LTDA                                       ;1;TO;201;19;334;18;164;26;2;1;55
202309;07808907;ADM CONS SICREDI LTDA                                       ;2;TO;903;44;354;88;80;102;1;4;85
202309;07808907;ADM CONS SICREDI LTDA                                       ;3;TO;1527;111;739;211;309;301;11;23;338
202309;07808907;ADM CONS SICREDI LTDA                                       ;4;TO;331;9;108;29;35;58;1;3;72
202309;07808907;ADM CONS SICREDI LTDA                                       ;5;TO;7;5;3;3;1;0;0;0;2
202309;07808907;ADM CONS SICREDI LTDA                                       ;6;TO;545;31;155;77;55;96;7;9;90
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;AL;0;0;0;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;AL;1;0;1;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;AM;1;0;0;1;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;1;BA;0;0;1;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;BA;2;2;1;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;BA;0;0;0;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;1;CE;0;0;3;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;CE;6;0;4;2;7;0;0;0;1
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;CE;0;1;0;0;11;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;6;CE;0;0;1;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;1;DF;0;1;0;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;DF;0;0;0;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;DF;0;0;1;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;6;DF;0;0;0;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;ES;1;0;0;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;GO;0;0;2;0;1;0;0;0;1
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;GO;0;0;0;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;MA;0;0;0;1;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;MG;0;0;0;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;MG;1;0;1;0;2;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;1;MS;0;0;0;0;2;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;MT;0;0;0;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;PA;0;0;1;0;0;0;0;0;1
202309;08570707;ELDORADO ADM CONSORCIO                                      ;1;PB;0;0;8;1;1;0;0;1;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;PB;4;2;8;3;19;0;0;0;2
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;PB;1;0;6;1;19;0;0;0;2
202309;08570707;ELDORADO ADM CONSORCIO                                      ;6;PB;0;0;0;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;1;PE;0;1;0;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;PE;4;1;3;0;10;2;0;0;1
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;PE;1;4;5;0;5;1;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;6;PE;0;0;11;0;4;0;0;0;10
202309;08570707;ELDORADO ADM CONSORCIO                                      ;6;PI;0;0;0;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;1;PR;0;0;0;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;PR;0;0;1;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;PR;0;0;1;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;6;PR;0;0;1;0;0;0;0;0;1
202309;08570707;ELDORADO ADM CONSORCIO                                      ;1;RJ;0;0;0;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;RJ;0;0;3;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;RJ;0;0;0;1;3;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;1;RN;95;66;313;71;820;2;4;7;49
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;RN;1206;436;1124;418;2727;65;32;37;191
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;RN;1001;353;1042;308;2609;66;30;27;165
202309;08570707;ELDORADO ADM CONSORCIO                                      ;5;RN;5;2;1;7;8;1;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;6;RN;31;20;130;13;125;7;5;4;36
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;RR;1;0;0;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;RS;0;0;2;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;SC;0;1;0;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;6;SC;0;0;2;0;1;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;SE;1;0;1;0;0;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;1;SP;2;2;4;0;2;1;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;3;SP;1;3;0;0;4;0;0;0;0
202309;08570707;ELDORADO ADM CONSORCIO                                      ;4;SP;0;0;6;0;2;0;0;0;0
202309;09111444;PROMOVE                                                     ;1;AC;0;0;1;0;1;0;0;0;0
202309;09111444;PROMOVE                                                     ;2;AC;0;0;0;0;2;0;0;0;0
202309;09111444;PROMOVE                                                     ;3;AC;0;0;0;0;3;0;0;0;0
202309;09111444;PROMOVE                                                     ;4;AC;0;0;0;0;2;0;0;0;0
202309;09111444;PROMOVE                                                     ;1;AL;0;0;1;0;8;0;0;0;0
202309;09111444;PROMOVE                                                     ;2;AL;0;0;0;0;8;0;0;0;0
202309;09111444;PROMOVE                                                     ;3;AL;1;2;2;1;105;0;0;1;0
202309;09111444;PROMOVE                                                     ;4;AL;1;0;1;4;37;0;0;1;0
202309;09111444;PROMOVE                                                     ;3;AM;0;0;0;0;5;0;0;0;0
202309;09111444;PROMOVE                                                     ;4;AM;0;0;0;0;8;0;0;0;0
202309;09111444;PROMOVE                                                     ;1;AP;0;0;9;1;38;0;0;1;6
202309;09111444;PROMOVE                                                     ;2;AP;0;0;4;0;9;0;0;0;2
202309;09111444;PROMOVE                                                     ;3;AP;2;2;59;1;130;0;1;0;21
202309;09111444;PROMOVE                                                     ;4;AP;4;0;14;0;15;3;0;0;15
202309;09111444;PROMOVE                                                     ;1;BA;2;6;117;3;227;0;2;2;40
202309;09111444;PROMOVE                                                     ;2;BA;0;0;80;2;94;0;0;1;28
202309;09111444;PROMOVE                                                     ;3;BA;31;7;465;7;972;16;1;3;181
202309;09111444;PROMOVE                                                     ;4;BA;29;7;52;12;492;6;0;4;14
202309;09111444;PROMOVE                                                     ;1;CE;0;0;28;0;23;0;0;0;21
202309;09111444;PROMOVE                                                     ;2;CE;1;0;3;0;15;0;0;0;0
202309;09111444;PROMOVE                                                     ;3;CE;5;3;61;2;292;1;0;0;14
202309;09111444;PROMOVE                                                     ;4;CE;6;2;16;4;104;1;0;0;4
202309;09111444;PROMOVE                                                     ;2;DF;0;0;0;0;2;0;0;0;0
202309;09111444;PROMOVE                                                     ;3;DF;0;0;0;0;17;0;0;0;0
202309;09111444;PROMOVE                                                     ;4;DF;0;0;0;0;5;0;0;0;0
202309;09111444;PROMOVE                                                     ;1;ES;2;1;269;8;1072;1;1;3;66
202309;09111444;PROMOVE                                                     ;2;ES;0;0;25;0;36;0;0;0;2
202309;09111444;PROMOVE                                                     ;3;ES;2;4;83;6;436;0;0;2;28
202309;09111444;PROMOVE                                                     ;4;ES;0;0;0;1;7;0;0;0;0
202309;09111444;PROMOVE                                                     ;1;GO;0;0;17;1;36;0;0;0;5
202309;09111444;PROMOVE                                                     ;2;GO;0;0;12;0;33;0;0;0;7
202309;09111444;PROMOVE                                                     ;3;GO;1;1;37;3;160;0;0;1;2
202309;09111444;PROMOVE                                                     ;4;GO;0;0;1;0;11;0;0;0;0
202309;09111444;PROMOVE                                                     ;1;MA;0;0;0;0;5;0;0;0;0
202309;09111444;PROMOVE                                                     ;2;MA;0;0;5;0;14;0;0;0;2
202309;09111444;PROMOVE                                                     ;3;MA;0;1;17;0;129;0;0;0;7
202309;09111444;PROMOVE                                                     ;4;MA;0;1;20;2;43;0;1;0;18
202309;09111444;PROMOVE                                                     ;1;MG;1;0;24;1;89;0;0;0;7
202309;09111444;PROMOVE                                                     ;2;MG;0;0;30;2;108;0;0;0;9
202309;09111444;PROMOVE                                                     ;3;MG;2;1;15;2;158;0;0;1;4
202309;09111444;PROMOVE                                                     ;4;MG;4;1;4;2;53;0;0;0;0
202309;09111444;PROMOVE                                                     ;2;MS;0;0;17;0;14;0;0;0;6
202309;09111444;PROMOVE                                                     ;3;MS;0;0;15;0;24;0;0;0;14
202309;09111444;PROMOVE                                                     ;4;MS;0;0;0;0;4;0;0;0;0
202309;09111444;PROMOVE                                                     ;1;MT;0;0;5;0;24;0;0;0;0
202309;09111444;PROMOVE                                                     ;2;MT;0;0;37;2;18;0;0;2;15
202309;09111444;PROMOVE                                                     ;3;MT;0;0;8;3;58;0;0;1;3
202309;09111444;PROMOVE                                                     ;4;MT;0;0;1;1;5;0;0;0;0
202309;09111444;PROMOVE                                                     ;1;PA;0;2;32;0;71;0;0;0;6
202309;09111444;PROMOVE                                                     ;2;PA;0;3;59;1;84;0;1;0;18
202309;09111444;PROMOVE                                                     ;3;PA;9;7;531;8;1142;5;4;1;254
202309;09111444;PROMOVE                                                     ;4;PA;1;0;5;0;10;0;0;0;2
202309;09111444;PROMOVE                                                     ;1;PB;0;8;16;1;99;0;0;0;0
202309;09111444;PROMOVE                                                     ;2;PB;1;2;13;0;67;0;1;0;0
202309;09111444;PROMOVE                                                     ;3;PB;75;55;105;72;578;5;4;9;1
202309;09111444;PROMOVE                                                     ;4;PB;215;133;186;158;924;15;7;22;0
