#Data_base;CNPJ_da_Administradora;Nome_da_Administradora;Código_do_segmento;Unidade_da_Federação_do_consorciado;Quantidade_de_consorciados_ativos_contemplados_por_lance;Quantidade_de_consorciados_ativos_contemplados_por_sorteio;Quantidade_de_consorciados_ativos_não_contemplados;Quantidade_de_consorciados_excluídos_contemplados;Quantidade_de_consorciados_excluídos_não_contemplados;Quantidade_de_consorciados_ativos_contemplados_por_lance_no_trimestre;Quantidade_de_consorciados_ativos_contemplados_por_sorteio_no_trimestre;Quantidade_de_consorciados_excluídos_contemplados_no_trimestre;Quantidade_de_adesões_no_trimestre
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AC;14;7;58;10;183;0;0;3;12
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AC;0;0;1;0;0;0;0;0;0
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AC;100;32;241;35;236;13;5;12;45
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AC;23;2;47;0;50;20;0;0;34
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AL;72;40;171;97;602;0;1;58;33
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AL;2;0;11;0;11;1;0;0;4
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AL;377;74;698;86;737;38;4;33;138
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AL;26;3;179;4;204;4;1;1;38
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AM;142;93;553;315;2450;4;5;189;110
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AM;1;2;73;2;34;0;0;0;9
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AM;836;243;1924;228;2241;113;24;55;418
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AM;34;7;398;9;500;9;2;3;78
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AP;15;7;121;17;270;1;0;10;42
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AP;2;0;7;0;8;0;0;0;1
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AP;181;43;383;44;506;5;5;11;61
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AP;8;2;126;1;137;3;1;1;19
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;BA;1152;338;1583;683;6621;69;20;396;339
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;BA;118;6;193;4;114;31;0;0;49
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;BA;17643;980;7091;1155;11673;902;110;373;1792
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;BA;465;19;740;27;1041;109;3;4;177
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;CE;492;128;712;177;2290;45;3;82;157
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;CE;10;3;92;3;37;5;1;1;26
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;CE;8715;501;4018;438;4330;624;62;147;1190
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;CE;379;17;790;12;774;118;5;2;224
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;DF;365;174;791;298;2006;63;2;174;253
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;DF;25;2;63;1;40;2;0;0;8
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;DF;3535;380;3003;361;3573;346;54;118;751
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;DF;136;6;257;8;255;71;2;0;107
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;ES;506;124;820;224;3880;32;9;96;170
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;ES;46;4;94;2;33;15;1;0;31
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;ES;6875;354;3020;381;3995;743;36;100;1306
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;ES;110;11;556;10;496;33;0;1;134
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;GO;1846;519;2260;713;7969;54;25;394;482
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;GO;141;9;191;5;151;17;3;2;35
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;GO;20412;1298;11095;1325;14119;1300;154;453;3016
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;GO;1018;25;1589;22;1515;180;5;1;397
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MA;139;54;386;92;1153;1;3;55;67
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MA;4;2;37;1;23;0;1;0;2
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MA;1784;208;1433;170;1923;115;19;47;277
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MA;60;7;197;5;277;8;1;1;30
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MG;3752;1362;5371;3166;29140;115;62;1674;1072
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MG;125;18;374;20;307;24;4;0;65
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MG;24904;3529;26032;2871;29332;2155;399;752;5847
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MG;791;119;6717;115;4912;209;30;18;1447
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MS;427;95;436;106;1298;14;3;56;105
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MS;8;4;39;2;29;4;0;1;8
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MS;1229;190;1785;130;1247;405;23;44;599
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MS;34;3;192;5;137;9;0;0;28
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MT;368;114;585;175;1573;23;6;106;96
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MT;16;3;74;2;32;2;0;1;11
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MT;1600;290;2224;217;2062;99;32;57;443
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MT;61;6;271;10;261;12;0;1;66
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PA;213;118;702;185;2422;5;9;102;151
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PA;9;3;69;0;35;1;1;0;6
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PA;1268;290;2572;267;2881;149;33;69;468
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PA;104;16;597;13;621;21;1;3;119
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PB;108;48;187;97;982;4;3;35;38
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PB;3;1;16;1;18;0;0;0;0
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PB;499;123;774;88;966;57;16;22;168
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PB;53;5;291;7;328;9;0;1;57
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PE;443;198;1007;410;4525;57;11;215;155
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PE;16;3;110;3;55;9;0;0;22
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PE;2684;581;3733;517;4740;219;58;151;746
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PE;128;15;589;24;736;31;4;7;105
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PI;40;19;104;36;403;0;0;22;12
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PI;6;0;9;1;4;4;0;0;2
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PI;391;78;493;56;600;24;5;15;100
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PI;16;1;56;2;88;3;0;0;10
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PR;4344;1451;6561;1628;22423;384;77;791;1318
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PR;169;15;422;11;310;38;2;3;88
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PR;14191;2561;20487;1848;20892;2685;312;455;5262
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PR;321;42;3423;40;2331;103;11;8;835
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RJ;2693;1715;7776;5360;63530;88;92;2574;1510
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RJ;65;13;375;26;334;13;2;3;61
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RJ;8669;3675;28415;3944;40049;738;416;925;5203
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RJ;635;177;9870;192;7916;170;43;40;2340
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RN;102;51;286;153;943;2;1;83;63
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RN;4;1;25;2;14;0;0;0;5
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RN;1109;159;1063;162;1454;83;16;48;195
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RN;69;5;188;7;265;17;1;2;25
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RO;108;26;177;52;710;5;0;19;36
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RO;6;0;11;1;4;0;0;0;1
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RO;244;75;586;69;647;28;10;17;134
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RO;32;5;256;3;284;15;1;1;34
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RR;24;16;121;38;433;2;1;16;17
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RR;0;0;8;1;8;0;0;0;1
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RR;205;21;307;28;389;21;1;4;48
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RR;11;1;68;3;91;0;1;0;11
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RS;1528;651;2421;1154;13034;54;31;516;431
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RS;27;4;120;5;110;7;1;1;16
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RS;2599;867;7800;828;8941;403;111;189;2103
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RS;101;25;2197;23;1515;34;7;9;601
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SC;1248;517;1879;645;8064;44;18;322;445
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SC;17;5;120;4;50;2;0;1;7
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SC;2479;722;4768;522;5236;257;79;125;883
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SC;85;12;790;8;650;30;3;1;227
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SE;73;17;68;44;446;2;0;24;13
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SE;5;2;10;0;6;3;0;0;7
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SE;481;55;340;51;604;44;10;16;106
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SE;61;3;74;5;316;17;0;1;27
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SP;16540;6705;27550;14001;167451;644;326;6582;4662
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SP;169;39;1310;46;1083;37;5;8;197
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SP;30316;10603;76963;8953;93812;3212;1298;2312;14016
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SP;1570;244;14088;267;12138;456;64;52;2454
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;TO;76;20;105;18;238;0;1;9;24
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;TO;6;0;14;0;9;1;0;0;4
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;TO;771;81;585;56;578;70;12;16;101
202309;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;TO;22;1;36;2;62;4;0;1;8
202309;00266031;CICAL ADM DE CONS LTDA                                      ;4;AP;0;1;0;0;0;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;3;BA;0;0;0;1;1;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;4;BA;0;0;0;2;0;0;0;1;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;3;DF;0;0;0;1;2;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;4;DF;1;0;0;0;0;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;3;GO;243;161;480;209;488;16;12;26;85
202309;00266031;CICAL ADM DE CONS LTDA                                      ;4;GO;360;300;254;486;602;10;21;127;39
202309;00266031;CICAL ADM DE CONS LTDA                                      ;3;MA;0;1;1;0;0;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;3;MG;2;0;3;1;1;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;4;MG;1;0;1;0;0;0;0;0;1
202309;00266031;CICAL ADM DE CONS LTDA                                      ;3;MS;1;0;0;0;0;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;4;MS;0;0;0;0;1;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;3;MT;0;0;1;1;0;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;4;MT;2;0;1;1;2;0;0;0;1
202309;00266031;CICAL ADM DE CONS LTDA                                      ;3;PA;1;0;0;0;1;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;4;PA;0;1;0;0;0;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;3;SP;0;0;0;1;1;0;0;0;0
202309;00266031;CICAL ADM DE CONS LTDA                                      ;3;TO;0;0;1;0;2;0;0;0;1
202309;00266031;CICAL ADM DE CONS LTDA                                      ;4;TO;0;0;1;3;4;0;0;1;1
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;AC;0;0;2;0;0;0;0;0;0
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;AP;1;0;0;0;0;0;0;0;0
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;BA;2;0;1;1;0;0;0;0;0
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;CE;1;0;0;0;0;0;0;0;0
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;DF;488;278;258;218;149;24;18;5;30
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;ES;1;1;0;0;0;0;0;0;0
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;GO;25;18;10;13;8;0;1;0;0
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;MA;0;0;0;2;0;0;0;0;0
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;MG;3;2;0;1;0;1;0;1;1
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;PE;0;0;0;1;0;0;0;0;0
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;PI;2;1;0;0;0;0;0;0;0
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;RJ;4;1;0;1;0;0;0;0;0
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;SP;3;1;0;0;0;1;0;0;0
202309;00600262;FERRAZ ADM E CONS LTDA                                      ;3;TO;2;2;1;0;0;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AC;30;11;40;15;30;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AC;14;2;7;1;5;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AC;8;2;8;0;2;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AC;0;4;0;0;2;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AL;34;17;33;9;26;0;0;1;4
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AL;32;4;11;6;7;1;1;0;3
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AL;41;12;12;4;12;1;1;1;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AL;1;3;2;0;0;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AM;138;57;136;62;150;4;0;5;5
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AM;53;15;35;7;13;3;1;1;2
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AM;49;15;25;4;20;0;1;2;3
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AM;2;4;3;3;3;0;1;1;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AP;7;4;4;4;7;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AP;4;0;0;0;0;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AP;1;1;1;1;2;0;0;1;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AP;0;0;0;1;0;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;BA;104;70;142;61;72;1;0;3;4
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;BA;68;19;36;4;17;3;2;1;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;BA;47;11;38;9;19;2;0;3;6
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;BA;13;0;8;3;3;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;CE;112;53;75;35;48;0;1;1;4
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;CE;51;19;36;2;13;2;0;0;5
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;CE;28;10;21;0;10;5;1;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;CE;2;1;3;0;0;0;1;0;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;DF;1943;619;1166;267;425;36;10;16;42
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;DF;532;121;291;19;66;23;3;0;33
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;DF;633;157;289;15;70;18;11;1;55
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;DF;83;55;57;12;24;4;9;5;6
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;ES;33;6;20;7;12;0;0;0;10
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;ES;20;2;11;1;4;1;0;0;2
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;ES;7;2;8;1;2;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;ES;0;2;1;1;0;0;0;1;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;GO;131;76;101;43;63;3;2;3;5
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;GO;71;16;34;6;7;5;2;0;6
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;GO;70;25;50;4;10;1;1;1;3
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;GO;5;5;2;3;3;0;1;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MA;35;9;31;8;23;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MA;17;7;10;1;6;2;0;1;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MA;25;2;4;0;2;1;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MA;0;2;2;0;0;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MG;335;171;279;91;177;11;3;6;8
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MG;127;37;125;12;28;9;3;2;19
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MG;178;57;112;12;29;9;2;3;10
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MG;13;6;10;0;3;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MS;392;167;362;94;143;5;5;8;12
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MS;131;35;80;4;24;12;1;0;11
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MS;275;112;197;26;63;18;6;2;10
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MS;32;19;24;1;7;4;2;1;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MT;63;39;76;27;53;1;1;2;5
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MT;42;12;20;3;7;3;0;0;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MT;72;16;26;2;7;5;3;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MT;1;5;6;0;1;0;0;0;5
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PA;98;56;134;53;113;2;1;2;4
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PA;77;27;64;3;22;1;0;0;4
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PA;48;19;39;5;23;1;2;1;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PA;1;3;3;3;1;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PB;102;36;82;16;57;0;0;0;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PB;40;9;24;0;6;3;0;0;2
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PB;39;9;22;2;9;2;0;1;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PB;0;2;1;3;0;0;0;1;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PE;134;57;155;54;82;1;2;2;5
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PE;84;27;62;3;18;5;2;0;7
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PE;66;25;42;1;9;4;2;0;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PE;11;9;13;3;1;1;0;1;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PI;20;9;30;12;19;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PI;18;5;7;2;6;0;0;0;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PI;12;6;11;1;3;2;0;0;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PI;2;0;1;0;1;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PR;356;144;274;74;161;16;5;4;26
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PR;144;22;76;3;18;3;1;0;5
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PR;130;40;64;10;18;4;2;5;6
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PR;14;11;11;6;11;3;2;6;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RJ;1195;526;748;368;598;29;13;23;33
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RJ;296;131;248;30;88;17;9;5;20
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RJ;245;104;182;35;68;18;4;8;16
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RJ;33;28;25;13;4;2;7;2;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RN;126;39;103;30;81;4;0;1;2
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RN;60;13;36;4;15;0;2;0;4
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RN;45;16;33;1;10;3;0;0;3
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RN;6;3;0;0;0;0;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RO;40;15;64;18;47;1;0;4;3
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RO;21;8;23;3;6;1;0;1;4
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RO;14;4;12;2;8;1;0;1;2
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RO;2;1;1;0;0;1;0;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RR;31;13;37;17;21;1;2;3;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RR;12;7;10;1;3;0;0;0;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RR;12;5;9;0;1;0;0;0;1
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RR;4;2;0;0;0;0;1;0;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RS;1115;407;754;216;491;42;12;11;42
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RS;282;65;123;21;55;9;2;1;21
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RS;634;206;239;52;132;18;12;9;32
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RS;97;45;20;6;6;0;3;3;0
202309;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SC;142;59;99;58;61;2;0;2;6
